d6t_temp_c;ds18b20_temp_c;motor_ud_v;motor_uq_v;motor_speed_mech_rpm;motor_id_a;motor_iq_a
32.1;27.06;0.440;1.487;1998.087;0.349;7.080
32.1;27.06;0.449;1.490;2013.445;0.138;7.131
32.1;27.06;0.438;1.486;2003.935;0.314;7.086
32.1;27.06;0.408;1.527;1998.659;0.761;6.234
32.2;27.06;0.424;1.555;2006.980;0.352;5.840
32.2;27.06;0.408;1.545;1985.830;0.671;5.952
32.2;27.06;0.409;1.527;1978.567;0.744;6.270
32.2;27.06;0.432;1.492;1995.525;0.406;6.975
32.2;27.06;0.422;1.500;2005.600;0.571;6.807
32.1;27.06;0.414;1.536;1996.937;0.635;6.128
32.1;27.06;0.416;1.554;1992.327;0.466;5.822
32.1;27.06;0.415;1.518;1985.054;0.634;6.341
32.2;27.06;0.430;1.495;1999.930;0.466;6.931
32.2;27.06;0.449;1.487;1999.176;0.156;7.194
32.1;27.06;0.452;1.490;2001.726;0.101;7.125
32.1;27.06;0.429;1.492;2009.180;0.493;6.946
32.1;27.06;0.413;1.521;2002.844;0.668;6.419
32.1;27.06;0.413;1.524;1996.571;0.691;6.346
32.1;27.06;0.423;1.498;1982.713;0.586;6.825
32.2;27.06;0.434;1.493;2002.434;0.373;7.002
32.2;27.06;0.428;1.504;2002.090;0.492;6.687
32.2;27.06;0.415;1.548;2000.988;0.552;5.949
32.2;27.06;0.462;1.547;1998.843;-0.379;6.022
32.2;27.06;0.456;1.542;1987.328;-0.266;6.020
32.2;27.06;0.412;1.541;1979.850;0.621;6.071
32.2;27.06;0.413;1.517;1993.579;0.635;6.490
32.2;27.06;0.415;1.512;1988.138;0.704;6.529
32.1;27.06;0.415;1.540;2003.109;0.600;6.073
32.1;27.06;0.434;1.554;2003.970;0.156;5.886
32.1;27.06;0.418;1.547;1985.415;0.489;5.941
32.1;27.06;0.412;1.501;1969.090;0.716;6.733
32.1;27.06;0.441;1.493;2002.698;0.263;7.078
32.2;27.06;0.443;1.487;2010.164;0.308;7.080
32.2;27.06;0.410;1.542;1999.351;0.696;6.061
32.2;27.06;0.436;1.552;2002.049;0.090;5.934
32.2;27.06;0.473;1.544;2001.032;-0.511;6.051
32.2;27.06;0.416;1.541;1984.842;0.498;6.050
32.1;27.06;0.406;1.543;1996.601;0.677;6.051
32.1;27.06;0.411;1.515;1982.107;0.744;6.497
32.1;27.06;0.413;1.553;2005.484;0.599;5.943
32.1;27.06;0.457;1.551;2003.287;-0.270;5.992
32.1;27.06;0.428;1.546;1985.253;0.200;6.003
32.2;27.06;0.415;1.535;1983.664;0.613;6.142
32.2;27.06;0.411;1.527;1998.088;0.697;6.334
32.2;27.06;0.427;1.504;1998.824;0.549;6.744
32.2;27.06;0.407;1.540;1991.456;0.742;6.099
32.2;27.06;0.433;1.553;2008.621;0.150;5.938
32.1;27.06;0.453;1.549;1999.308;-0.206;5.990
32.1;27.06;0.428;1.544;1988.950;0.247;6.055
32.2;27.06;0.407;1.542;1997.290;0.646;6.089
32.2;27.06;0.422;1.549;1993.153;0.478;5.939
32.2;27.06;0.437;1.549;2007.251;0.094;6.013
32.1;27.06;0.486;1.541;2010.252;-0.713;6.154
32.1;27.06;0.483;1.533;1991.135;-0.610;6.249
32.1;27.06;0.467;1.539;1983.948;-0.434;6.104
32.1;27.06;0.420;1.553;1993.013;0.387;5.952
32.1;27.06;0.411;1.543;1988.546;0.665;6.088
32.2;27.06;0.410;1.543;1987.665;0.650;6.083
32.2;27.06;0.453;1.552;2011.473;-0.193;5.999
32.2;27.06;0.462;1.547;1989.121;-0.340;6.060
32.2;27.06;0.418;1.546;1985.785;0.463;6.043
32.2;27.06;0.418;1.518;1991.092;0.622;6.596
32.2;27.06;0.419;1.519;1993.169;0.650;6.501
32.2;27.06;0.413;1.541;2002.726;0.659;6.134
32.2;27.06;0.440;1.552;2005.709;0.026;5.985
32.2;27.06;0.465;1.544;1992.437;-0.392;6.120
32.2;27.06;0.466;1.539;1991.778;-0.405;6.143
32.2;27.06;0.455;1.550;2000.705;-0.253;6.022
32.2;27.06;0.430;1.549;1991.205;0.229;5.991
32.1;27.06;0.434;1.545;1992.304;0.128;6.085
32.1;27.06;0.487;1.548;2020.681;-0.725;6.075
32.1;27.06;0.482;1.531;2000.686;-0.547;6.292
32.1;27.06;0.470;1.541;1989.308;-0.475;6.161
32.1;27.06;0.465;1.544;1994.306;-0.405;6.166
32.2;27.06;0.438;1.551;1988.916;0.110;6.013
32.2;27.06;0.426;1.546;1993.954;0.333;6.086
32.2;27.06;0.429;1.550;1987.905;0.259;5.983
32.1;27.06;0.474;1.549;1998.174;-0.481;6.054
32.1;27.06;0.480;1.538;2004.441;-0.594;6.185
32.1;27.06;0.474;1.541;1996.752;-0.572;6.232
32.1;27.06;0.441;1.551;1989.818;0.024;5.976
32.1;27.06;0.470;1.541;1995.963;-0.459;6.173
32.2;27.06;0.489;1.537;2010.519;-0.708;6.245
32.2;27.06;0.481;1.537;2002.427;-0.510;6.258
32.1;27.06;0.477;1.530;1992.635;-0.549;6.329
32.1;27.06;0.480;1.541;2000.864;-0.662;6.213
32.1;27.06;0.451;1.548;1992.049;-0.190;6.083
32.1;27.06;0.427;1.544;1989.979;0.285;6.118
32.1;27.06;0.453;1.551;2001.779;-0.181;6.011
32.1;27.06;0.489;1.540;2004.879;-0.703;6.205
32.1;27.06;0.473;1.546;1995.067;-0.513;6.093
32.1;27.06;0.446;1.544;1991.336;-0.101;6.131
32.1;27.06;0.410;1.542;1983.124;0.664;6.117
32.1;27.06;0.426;1.547;1997.722;0.328;6.096
32.2;27.06;0.488;1.544;2017.563;-0.710;6.163
32.2;27.06;0.482;1.542;2002.611;-0.610;6.245
32.2;27.06;0.471;1.526;1997.726;-0.358;6.360
32.1;27.06;0.470;1.523;2008.975;-0.305;6.456
32.1;27.06;0.483;1.530;1991.938;-0.613;6.350
32.1;27.06;0.469;1.543;2000.448;-0.435;6.175
32.1;27.06;0.489;1.536;2012.710;-0.703;6.289
32.1;27.06;0.460;1.507;2012.610;-0.091;6.721
32.2;27.06;0.466;1.507;1995.867;-0.235;6.639
32.2;27.06;0.485;1.532;1997.591;-0.622;6.377
32.2;27.06;0.480;1.536;1985.989;-0.616;6.254
32.2;27.06;0.475;1.544;1998.448;-0.534;6.158
32.2;27.06;0.479;1.545;2009.623;-0.599;6.184
32.2;27.06;0.478;1.548;1997.168;-0.583;6.157
32.2;27.06;0.483;1.533;1996.477;-0.656;6.283
32.2;27.06;0.486;1.537;2006.454;-0.615;6.304
32.2;27.06;0.486;1.541;1991.291;-0.683;6.187
32.2;27.06;0.463;1.548;1997.404;-0.358;6.126
32.2;27.06;0.483;1.533;2005.499;-0.614;6.377
32.2;27.06;0.467;1.528;2009.410;-0.245;6.462
32.2;27.06;0.461;1.514;2005.211;-0.159;6.573
32.2;27.06;0.467;1.526;1999.910;-0.303;6.494
32.2;27.06;0.482;1.532;1991.074;-0.532;6.357
32.2;27.00;0.478;1.539;2001.150;-0.530;6.276
32.2;27.00;0.462;1.551;2004.657;-0.360;6.102
32.2;27.00;0.484;1.536;2003.758;-0.593;6.345
32.2;27.00;0.463;1.512;2002.480;-0.150;6.609
32.2;27.00;0.469;1.516;2006.505;-0.247;6.622
32.2;27.00;0.478;1.545;1988.260;-0.555;6.220
32.2;27.00;0.451;1.548;1987.656;-0.114;6.157
32.2;27.00;0.490;1.536;2017.761;-0.735;6.313
32.2;27.00;0.468;1.517;2006.045;-0.237;6.616
32.2;27.00;0.454;1.490;2012.353;0.034;6.922
32.2;27.06;0.445;1.491;1993.025;0.151;6.932
32.2;27.06;0.446;1.489;1995.334;0.154;6.923
32.2;27.06;0.464;1.526;1995.468;-0.240;6.489
32.2;27.06;0.479;1.530;2014.783;-0.479;6.433
32.2;27.06;0.464;1.508;2000.254;-0.166;6.752
32.2;27.06;0.450;1.491;2001.264;0.210;6.889
32.2;27.06;0.464;1.503;2003.409;-0.162;6.807
32.2;27.06;0.470;1.529;1999.246;-0.348;6.446
32.2;27.06;0.479;1.535;1988.957;-0.539;6.389
32.2;27.06;0.483;1.539;2005.152;-0.609;6.324
32.2;27.06;0.485;1.542;2000.384;-0.633;6.266
32.2;27.06;0.475;1.533;2008.336;-0.411;6.368
32.2;27.06;0.475;1.516;1998.968;-0.337;6.640
32.2;27.06;0.468;1.519;2002.761;-0.251;6.599
32.2;27.06;0.480;1.534;1995.509;-0.571;6.393
32.2;27.06;0.487;1.537;2013.034;-0.688;6.377
32.2;27.06;0.466;1.514;2001.444;-0.185;6.669
32.2;27.06;0.447;1.495;2012.605;0.134;6.828
32.2;27.06;0.446;1.489;2003.531;0.159;6.995
32.2;27.06;0.463;1.499;1996.424;-0.143;6.870
32.1;27.06;0.464;1.519;1991.465;-0.198;6.561
32.1;27.06;0.480;1.530;2006.188;-0.486;6.450
32.1;27.06;0.471;1.531;2008.726;-0.304;6.442
32.1;27.06;0.452;1.502;2009.586;0.014;6.830
32.1;27.06;0.448;1.489;1996.763;0.111;6.992
32.2;27.06;0.456;1.495;1992.371;0.030;6.988
32.2;27.06;0.479;1.530;1998.251;-0.496;6.402
32.2;27.06;0.482;1.546;2004.804;-0.634;6.261
32.2;27.06;0.462;1.515;2008.653;-0.131;6.702
32.2;27.06;0.447;1.493;2011.629;0.131;6.890
32.3;27.06;0.432;1.499;2007.326;0.393;6.709
32.3;27.06;0.440;1.481;1992.154;0.210;7.051
32.2;27.06;0.450;1.493;1993.175;0.051;6.891
32.2;27.06;0.466;1.518;2007.453;-0.199;6.607
32.2;27.06;0.465;1.514;2005.823;-0.123;6.691
32.3;27.06;0.430;1.496;2008.445;0.380;6.746
32.3;27.06;0.433;1.489;1990.187;0.358;6.896
32.2;27.06;0.449;1.485;2000.511;0.088;7.048
32.2;27.06;0.466;1.511;1993.716;-0.196;6.699
32.2;27.06;0.479;1.536;1996.334;-0.508;6.431
32.2;27.06;0.473;1.527;2003.926;-0.335;6.543
32.2;27.06;0.463;1.525;2019.261;-0.168;6.554
32.2;27.06;0.458;1.500;2008.350;-0.019;6.900
32.2;27.06;0.455;1.489;1994.493;0.015;7.017
32.2;27.06;0.464;1.509;1994.426;-0.169;6.723
32.2;27.06;0.462;1.523;2014.829;-0.133;6.615
32.2;27.06;0.462;1.507;2008.934;-0.103;6.809
32.3;27.06;0.432;1.493;2004.784;0.330;6.867
32.3;27.06;0.413;1.518;1997.995;0.684;6.347
32.3;27.06;0.413;1.508;1987.898;0.617;6.433
32.3;27.06;0.444;1.493;1995.107;0.163;6.893
32.3;27.06;0.460;1.502;1995.203;-0.057;6.872
32.2;27.06;0.458;1.499;2006.281;-0.038;6.959
32.2;27.06;0.442;1.498;2011.911;0.226;6.857
32.2;27.06;0.421;1.506;1997.411;0.550;6.568
32.2;27.06;0.432;1.484;1983.404;0.350;6.996
32.2;27.06;0.461;1.513;1988.580;-0.134;6.727
32.2;27.06;0.476;1.535;2008.201;-0.352;6.454
32.2;27.06;0.474;1.524;2005.776;-0.317;6.591
32.2;27.06;0.446;1.492;1999.837;0.152;6.896
32.2;27.06;0.424;1.505;2006.718;0.539;6.641
32.2;27.06;0.413;1.517;1994.713;0.612;6.344
32.2;27.06;0.428;1.493;1993.601;0.406;6.839
32.2;27.06;0.450;1.494;1994.244;0.066;6.992
32.2;27.06;0.456;1.494;2003.755;0.013;7.018
32.2;27.06;0.426;1.498;2010.821;0.479;6.767
32.2;27.06;0.410;1.534;1995.334;0.660;6.067
32.3;27.06;0.411;1.505;1977.772;0.629;6.603
32.3;27.06;0.437;1.493;1995.993;0.307;6.919
32.3;27.06;0.459;1.505;2008.810;-0.117;6.901
32.4;27.06;0.456;1.501;2004.190;0.003;6.900
32.4;27.06;0.436;1.490;1997.975;0.284;6.923
32.3;27.06;0.435;1.502;2009.804;0.370;6.768
32.3;27.06;0.417;1.518;2000.176;0.597;6.379
32.3;27.06;0.420;1.507;1988.280;0.548;6.595
32.3;27.06;0.441;1.493;2000.111;0.180;7.006
32.3;27.06;0.434;1.492;2005.523;0.382;6.900
32.3;27.06;0.415;1.527;2010.240;0.579;6.203
32.3;27.06;0.407;1.548;1991.726;0.649;5.868
32.3;27.06;0.411;1.547;1986.759;0.521;5.890
32.2;27.06;0.409;1.537;1994.959;0.650;6.003
32.2;27.06;0.434;1.491;1995.526;0.330;6.927
32.2;27.06;0.454;1.489;1989.110;0.068;7.049
32.2;27.06;0.441;1.496;2008.966;0.214;6.923
32.2;27.06;0.425;1.511;2009.274;0.533;6.541
32.2;27.06;0.406;1.528;1990.248;0.700;6.186
32.2;27.06;0.431;1.489;1983.484;0.370;6.965
32.2;27.06;0.457;1.504;2004.105;-0.062;6.932
32.2;27.06;0.465;1.501;2006.566;-0.121;6.928
32.2;27.06;0.438;1.500;2013.772;0.296;6.863
32.2;27.06;0.421;1.510;1990.518;0.574;6.566
32.2;27.06;0.407;1.544;1999.648;0.637;5.941
32.2;27.06;0.404;1.534;1996.926;0.666;6.097
32.2;27.06;0.417;1.513;1991.549;0.593;6.536
32.2;27.06;0.435;1.486;1988.497;0.338;7.080
32.2;27.06;0.423;1.503;2009.661;0.502;6.718
32.2;27.06;0.410;1.547;2010.241;0.661;5.969
32.3;27.06;0.415;1.549;1988.493;0.432;5.873
32.3;27.06;0.407;1.527;1983.159;0.638;6.080
32.3;27.06;0.418;1.513;1996.451;0.585;6.531
32.3;27.00;0.425;1.505;1994.577;0.500;6.672
32.3;27.00;0.411;1.519;2003.966;0.621;6.448
32.3;27.00;0.410;1.522;1989.556;0.720;6.339
32.3;27.00;0.407;1.543;1997.296;0.697;6.013
32.3;27.00;0.404;1.553;2002.229;0.617;5.783
32.3;27.00;0.404;1.527;1991.296;0.751;6.301
32.3;27.00;0.422;1.506;1983.113;0.562;6.647
32.3;27.00;0.402;1.540;2008.127;0.771;6.093
32.3;27.00;0.417;1.556;1998.869;0.464;5.827
32.3;27.00;0.423;1.545;1988.983;0.290;5.994
32.3;27.06;0.413;1.555;1985.628;0.442;5.761
32.3;27.06;0.412;1.525;1994.492;0.646;6.319
32.2;27.06;0.415;1.510;1997.150;0.633;6.603
32.2;27.06;0.429;1.501;1996.984;0.402;6.816
32.2;27.06;0.422;1.518;2002.212;0.555;6.444
32.3;27.06;0.409;1.553;1998.165;0.602;5.869
32.3;27.06;0.403;1.547;1994.388;0.696;5.913
32.4;27.06;0.431;1.496;1986.374;0.377;6.924
32.4;27.06;0.441;1.492;1996.224;0.282;7.052
32.4;27.06;0.435;1.505;2016.527;0.318;6.844
32.4;27.06;0.410;1.543;2001.489;0.685;6.019
32.4;27.06;0.414;1.552;1995.640;0.470;5.905
32.4;27.06;0.455;1.553;2003.664;-0.313;5.863
32.4;27.06;0.429;1.558;1998.585;0.180;5.867
32.4;27.06;0.414;1.548;1988.225;0.484;5.939
32.4;27.06;0.403;1.559;1997.316;0.618;5.777
32.4;27.06;0.449;1.553;2006.992;-0.181;5.935
32.4;27.06;0.479;1.543;2002.445;-0.689;6.086
32.4;27.06;0.460;1.552;1998.856;-0.387;5.906
32.4;27.06;0.418;1.556;1984.277;0.414;5.880
32.3;27.06;0.407;1.544;1991.834;0.638;6.011
32.3;27.06;0.411;1.520;2000.128;0.639;6.456
32.3;27.06;0.416;1.526;1998.876;0.597;6.365
32.3;27.06;0.407;1.544;1991.187;0.639;6.001
32.3;27.06;0.420;1.563;2002.095;0.385;5.696
32.4;27.06;0.407;1.543;1987.117;0.720;6.068
32.4;27.06;0.422;1.506;1995.168;0.526;6.683
32.2;27.06;0.417;1.517;1996.437;0.585;6.494
32.2;27.06;0.415;1.555;2008.868;0.514;5.859
32.2;27.06;0.436;1.552;1998.093;0.089;5.965
32.2;27.06;0.452;1.557;2002.727;-0.281;5.860
32.2;27.06;0.426;1.554;1986.191;0.216;5.961
32.3;27.06;0.406;1.546;1992.513;0.637;5.995
32.3;27.06;0.406;1.538;1996.036;0.696;6.121
32.3;27.06;0.409;1.539;1995.900;0.708;6.115
32.3;27.06;0.439;1.555;1995.698;0.056;5.910
32.3;27.06;0.457;1.554;2007.807;-0.325;5.919
32.3;27.06;0.432;1.555;1996.155;0.126;5.884
32.3;27.06;0.407;1.537;1987.988;0.667;6.120
32.3;27.06;0.404;1.554;1994.228;0.679;5.871
32.4;27.06;0.430;1.559;2004.905;0.219;5.839
32.4;27.06;0.470;1.549;2007.014;-0.530;6.023
32.3;27.06;0.498;1.530;2015.883;-0.883;6.343
32.3;27.06;0.479;1.517;1998.233;-0.472;6.503
32.3;27.06;0.490;1.537;1997.667;-0.866;6.173
32.3;27.06;0.440;1.558;2002.535;-0.050;5.867
32.3;27.06;0.436;1.553;1992.190;0.033;5.949
32.2;27.06;0.478;1.549;2007.980;-0.659;6.040
32.2;27.06;0.498;1.531;2007.986;-0.924;6.303
32.2;27.06;0.459;1.549;1996.484;-0.365;6.015
32.3;27.06;0.421;1.546;1980.670;0.320;5.992
32.3;27.06;0.408;1.560;1993.042;0.612;5.793
32.3;27.06;0.413;1.530;1998.540;0.634;6.320
32.3;27.06;0.405;1.539;1993.822;0.744;6.202
32.3;27.06;0.421;1.562;2000.509;0.304;5.803
32.3;27.06;0.441;1.554;1987.868;-0.008;5.965
32.3;27.06;0.419;1.548;1988.866;0.386;5.995
32.4;27.06;0.403;1.552;1997.369;0.731;5.974
32.4;27.06;0.408;1.555;1993.624;0.598;5.913
32.4;27.06;0.448;1.551;2004.308;-0.131;6.023
32.4;27.06;0.487;1.543;2014.536;-0.820;6.128
32.4;27.06;0.488;1.546;2003.271;-0.782;6.122
32.4;27.06;0.474;1.543;1987.979;-0.571;6.103
32.4;27.06;0.452;1.556;1998.998;-0.247;5.928
32.4;27.06;0.422;1.560;1998.671;0.318;5.874
32.4;27.06;0.444;1.551;2002.707;-0.096;6.038
32.4;27.06;0.497;1.528;2016.792;-0.849;6.325
32.4;27.06;0.488;1.516;2002.075;-0.598;6.513
32.4;27.06;0.474;1.541;1986.716;-0.583;6.185
32.4;27.06;0.429;1.562;1997.289;0.118;5.844
32.4;27.06;0.437;1.556;1993.943;0.030;5.913
32.4;27.06;0.486;1.545;2009.269;-0.769;6.143
32.4;27.06;0.500;1.536;2012.171;-0.945;6.260
32.4;27.06;0.493;1.528;2007.269;-0.727;6.384
32.4;27.06;0.492;1.527;1993.518;-0.782;6.404
32.3;27.06;0.477;1.547;1998.818;-0.690;6.120
32.3;27.06;0.432;1.556;1997.695;0.178;5.938
32.3;27.06;0.446;1.547;1999.061;-0.154;6.113
32.3;27.06;0.503;1.532;2013.259;-1.002;6.302
32.3;27.06;0.492;1.541;1997.747;-0.813;6.217
32.3;27.06;0.443;1.551;1991.149;-0.073;6.038
32.3;27.06;0.423;1.560;1987.933;0.255;5.890
32.4;27.06;0.415;1.551;1989.974;0.485;6.001
32.4;27.06;0.420;1.557;2002.141;0.382;5.919
32.4;27.06;0.426;1.565;2007.546;0.214;5.800
32.4;27.06;0.464;1.556;1997.086;-0.382;6.000
32.4;27.06;0.483;1.541;2001.065;-0.755;6.205
32.5;27.06;0.446;1.556;1998.163;-0.168;5.996
32.5;27.06;0.447;1.556;2001.635;-0.094;5.966
32.5;27.06;0.487;1.550;2003.888;-0.767;6.081
32.5;27.06;0.476;1.511;2023.184;-0.341;6.595
32.5;27.06;0.473;1.497;2007.795;-0.263;6.842
32.4;27.06;0.476;1.518;2005.769;-0.443;6.528
32.4;27.06;0.498;1.527;2002.027;-0.864;6.390
32.4;27.06;0.495;1.534;2000.177;-0.890;6.307
32.4;27.06;0.489;1.547;2005.446;-0.801;6.164
32.4;27.06;0.500;1.533;2018.196;-0.889;6.366
32.3;27.06;0.485;1.517;1998.333;-0.517;6.578
32.3;27.06;0.490;1.523;1999.401;-0.730;6.490
32.3;27.06;0.438;1.558;1993.314;-0.059;5.939
32.4;27.00;0.409;1.555;1992.492;0.597;5.978
32.4;27.00;0.441;1.553;1997.561;-0.006;6.035
32.4;27.00;0.499;1.541;2014.286;-0.985;6.238
32.4;27.00;0.494;1.534;2008.107;-0.775;6.369
32.4;27.00;0.490;1.535;2000.080;-0.798;6.345
32.3;27.00;0.493;1.536;1995.812;-0.867;6.298
32.3;27.00;0.452;1.549;1990.105;-0.202;6.078
32.4;27.00;0.442;1.556;2001.335;-0.030;6.018
32.4;27.00;0.499;1.540;2018.258;-0.918;6.292
32.4;27.00;0.478;1.505;2005.043;-0.390;6.753
32.6;27.00;0.484;1.520;1997.430;-0.568;6.501
32.6;27.00;0.492;1.539;2003.525;-0.896;6.273
32.6;27.00;0.458;1.556;1992.631;-0.335;6.025
32.6;27.00;0.469;1.546;1995.060;-0.460;6.160
32.6;27.00;0.501;1.541;2016.122;-0.974;6.262
32.4;27.00;0.489;1.530;2005.745;-0.648;6.440
32.4;27.00;0.482;1.523;2003.950;-0.581;6.521
32.4;27.00;0.484;1.517;2001.496;-0.518;6.546
32.4;27.00;0.498;1.538;2005.523;-0.842;6.333
32.4;27.00;0.492;1.539;2010.808;-0.727;6.305
32.5;27.00;0.468;1.499;2013.606;-0.225;6.806
32.5;27.00;0.455;1.471;2000.845;0.091;7.161
32.3;27.00;0.456;1.490;2005.358;-0.015;6.909
32.3;27.00;0.480;1.516;2000.801;-0.441;6.567
32.3;27.00;0.493;1.540;1995.742;-0.817;6.310
32.4;27.00;0.491;1.541;1998.018;-0.811;6.268
32.4;27.00;0.496;1.540;2020.634;-0.875;6.295
32.5;27.00;0.494;1.532;2007.257;-0.696;6.384
32.5;27.00;0.491;1.528;1993.869;-0.727;6.448
32.5;27.00;0.484;1.544;1990.234;-0.752;6.211
32.4;27.00;0.431;1.563;1995.253;0.225;5.930
32.4;27.00;0.412;1.553;1996.821;0.538;6.029
32.3;27.00;0.487;1.548;2019.352;-0.824;6.179
32.3;27.00;0.493;1.534;2004.351;-0.717;6.395
32.3;27.00;0.479;1.524;2012.043;-0.468;6.526
32.3;27.00;0.493;1.526;2009.728;-0.707;6.496
32.3;27.00;0.494;1.532;1997.648;-0.779;6.436
32.4;27.00;0.494;1.544;2004.296;-0.867;6.237
32.4;27.00;0.488;1.533;2029.399;-0.660;6.414
32.4;27.00;0.465;1.494;2015.365;-0.090;6.906
32.3;27.06;0.460;1.490;1992.982;-0.118;6.939
32.3;27.06;0.478;1.515;2005.596;-0.316;6.778
32.4;27.06;0.486;1.529;2008.060;-0.579;6.523
32.4;27.06;0.488;1.528;2002.671;-0.694;6.427
32.4;27.06;0.480;1.514;2012.607;-0.464;6.625
32.4;27.06;0.479;1.503;2013.316;-0.344;6.807
32.4;27.06;0.465;1.500;2013.910;-0.186;6.876
32.4;27.06;0.468;1.498;2011.918;-0.217;6.868
32.4;27.06;0.479;1.513;1997.960;-0.436;6.737
32.4;27.06;0.478;1.523;2013.032;-0.440;6.553
32.4;27.00;0.475;1.511;2019.781;-0.313;6.691
32.4;27.00;0.469;1.494;2004.136;-0.148;6.936
32.3;27.00;0.459;1.487;1995.485;-0.026;7.004
32.3;27.00;0.469;1.507;2005.431;-0.263;6.752
32.3;27.00;0.486;1.531;1999.004;-0.589;6.560
32.3;27.00;0.499;1.538;1989.974;-0.912;6.341
32.3;27.00;0.501;1.538;2008.094;-0.986;6.341
32.3;27.00;0.490;1.535;2020.576;-0.595;6.407
32.3;27.00;0.476;1.515;2007.905;-0.353;6.667
32.3;27.00;0.498;1.525;1999.921;-0.850;6.491
32.3;27.00;0.480;1.548;1992.020;-0.692;6.236
32.3;27.00;0.479;1.548;2002.635;-0.667;6.204
32.4;27.00;0.500;1.547;2023.640;-0.941;6.267
32.4;27.00;0.473;1.508;2004.961;-0.278;6.822
32.4;27.00;0.455;1.489;2011.477;0.016;7.003
32.5;27.00;0.445;1.482;2007.102;0.259;7.003
32.5;27.00;0.445;1.475;1994.038;0.219;7.158
32.5;27.00;0.466;1.496;1994.172;-0.159;6.941
32.5;27.00;0.458;1.490;2008.728;0.019;6.962
32.5;27.00;0.444;1.483;2008.922;0.290;7.012
32.5;27.00;0.415;1.504;1999.163;0.609;6.560
32.5;27.00;0.445;1.477;1992.188;0.171;7.075
32.5;27.00;0.455;1.481;2004.224;0.059;7.125
32.5;27.00;0.468;1.502;2003.913;-0.205;6.847
32.5;27.00;0.485;1.526;2013.214;-0.478;6.562
32.5;27.00;0.478;1.508;1997.975;-0.339;6.822
32.5;27.00;0.469;1.497;2015.653;-0.195;6.937
32.5;27.00;0.463;1.493;2013.582;-0.097;6.961
32.5;27.00;0.473;1.502;2002.252;-0.272;6.910
32.5;27.00;0.488;1.526;1991.497;-0.628;6.525
32.6;27.00;0.480;1.515;2018.795;-0.374;6.717
32.6;27.00;0.469;1.495;2012.295;-0.185;6.998
32.6;27.00;0.461;1.499;2009.243;-0.091;6.908
32.6;27.00;0.459;1.490;2001.774;-0.047;7.024
32.6;27.00;0.464;1.487;2002.387;-0.072;7.092
32.5;27.00;0.477;1.515;2002.799;-0.343;6.670
32.5;27.00;0.489;1.529;2007.564;-0.644;6.553
32.4;27.00;0.482;1.518;2009.693;-0.477;6.669
32.4;27.00;0.462;1.498;2012.799;-0.056;6.939
32.4;27.00;0.454;1.480;2010.089;0.092;7.071
32.5;27.00;0.461;1.483;1998.256;-0.073;7.154
32.5;27.00;0.479;1.523;1999.901;-0.437;6.641
32.6;27.00;0.472;1.515;2018.930;-0.213;6.754
32.6;27.00;0.457;1.482;2014.338;0.067;7.126
32.6;27.00;0.428;1.497;2006.613;0.429;6.727
32.5;27.00;0.412;1.526;1991.840;0.670;6.086
32.5;27.00;0.411;1.532;1994.706;0.663;6.031
32.4;27.00;0.423;1.497;1992.948;0.525;6.654
32.4;27.00;0.452;1.484;2004.526;0.115;7.066
32.4;27.00;0.440;1.478;2003.188;0.301;7.056
32.6;27.00;0.421;1.517;2010.635;0.583;6.347
32.6;27.00;0.420;1.512;1989.325;0.556;6.360
32.6;27.00;0.433;1.479;1986.509;0.403;7.080
32.6;27.00;0.439;1.479;1998.520;0.334;7.046
32.6;27.00;0.462;1.497;2008.150;-0.113;6.992
32.6;27.00;0.476;1.511;2011.125;-0.345;6.787
32.6;27.00;0.469;1.513;1998.478;-0.244;6.796
32.6;27.00;0.471;1.494;2013.407;-0.178;6.991
32.6;27.00;0.454;1.482;2006.975;0.117;7.127
32.6;27.00;0.461;1.488;2003.680;-0.085;7.064
32.6;27.00;0.478;1.518;2004.023;-0.437;6.724
32.6;27.00;0.470;1.498;2015.305;-0.203;6.967
32.6;27.00;0.454;1.492;2011.070;0.088;6.975
32.6;27.00;0.439;1.486;2006.363;0.331;6.970
32.6;27.00;0.429;1.487;1991.239;0.461;6.960
32.6;27.00;0.440;1.485;2000.602;0.264;7.019
32.6;27.00;0.454;1.486;2006.838;0.058;7.088
32.6;27.00;0.470;1.496;2008.232;-0.178;6.997
32.6;27.00;0.444;1.489;2003.109;0.238;7.010
32.6;27.00;0.418;1.509;2002.384;0.630;6.442
32.6;27.00;0.412;1.512;1989.456;0.716;6.425
32.6;27.00;0.445;1.477;1994.430;0.218;7.144
32.6;27.00;0.456;1.485;2000.120;0.033;7.089
32.6;27.00;0.450;1.483;2014.796;0.163;7.105
32.6;27.00;0.426;1.504;2004.063;0.480;6.642
32.6;27.00;0.422;1.505;2002.601;0.606;6.533
32.6;27.00;0.412;1.524;1982.001;0.620;6.191
32.5;27.00;0.409;1.522;1994.170;0.700;6.118
32.5;27.00;0.434;1.485;1992.698;0.394;6.947
32.5;27.00;0.448;1.481;2002.211;0.206;7.104
32.5;27.00;0.427;1.503;1998.750;0.505;6.622
32.5;27.00;0.411;1.528;1999.677;0.706;6.170
32.6;27.00;0.413;1.508;1985.770;0.738;6.478
32.6;27.00;0.448;1.483;2000.165;0.121;7.082
32.6;27.00;0.457;1.483;1996.699;0.056;7.129
